timestamp,level,service,event_type,username,store_id,region,ip_address,result,message,request_id
2026-09-04T05:55:47Z,WARN,warehouse-wms,login_failure,hkhan,store-221,us-west,174.234.73.68,failure,invalid credentials provided,9235d870-cbb4-4a5f-93e2-3fa44e1bd7d1
2026-09-04T05:56:39Z,INFO,vendor-portal,session_timeout,jsmith,store-057,us-central,185.143.16.46,success,session expired due to inactivity,5279bad1-3e93-462a-8d9a-661db0562549
2026-09-04T06:05:16Z,INFO,warehouse-wms,login_success,agomez,store-104,us-east,116.115.194.116,success,user authenticated successfully,b5a80310-8573-425f-a97f-0af65e94eb4a
2026-09-04T06:07:49Z,INFO,pos-terminal,password_reset_request,twright,store-057,us-central,64.146.251.52,success,password reset requested by user,35292674-21ce-416f-aeb0-bd1deca2ee8a
2026-09-04T06:08:00Z,INFO,warehouse-wms,login_success,mreyes,warehouse-east,us-east,180.216.26.248,success,user authenticated successfully,bb8601d6-8f5c-4cb9-84e5-47be6a21669c
2026-09-04T06:09:22Z,INFO,pos-terminal,privileged_access_revoked,hkhan,online,global,78.14.92.70,success,elevated role revoked from user,2f8e4cc5-fcf2-4f5f-86c7-0982677c40af
2026-09-04T06:11:43Z,INFO,vendor-portal,login_success,beliot,online,global,70.83.90.226,success,user authenticated successfully,f6f92798-7435-4300-8c29-ebddcff96ad5
2026-09-04T06:26:05Z,INFO,vendor-portal,login_success,kpatel,store-057,us-central,68.194.125.128,success,user authenticated successfully,1b28c6ba-00f2-4e9e-b2bd-650411117187
2026-09-04T06:26:16Z,INFO,pos-terminal,login_success,beliot,warehouse-east,us-east,147.136.174.29,success,user authenticated successfully,60410bce-c323-45a5-8eb4-3e5b33f43eaf
2026-09-04T06:26:16Z,WARN,warehouse-wms,login_failure,dnguyen,store-104,us-east,150.143.60.33,failure,invalid credentials provided,8d7e7099-6b8d-4093-947c-cc88ddfe7083
2026-09-04T06:28:51Z,INFO,warehouse-wms,mfa_challenge,hkhan,warehouse-west,us-west,102.98.35.12,success,MFA one-time-passcode sent,03741182-4ede-451b-908e-7747b4e3068d
2026-09-04T06:31:55Z,WARN,warehouse-wms,access_denied,svc-warehouse-bot,store-057,us-central,174.251.235.44,failure,user lacks permission for requested resource,bf576c37-fdb6-4c80-9091-4615379917d2
2026-09-04T06:38:27Z,INFO,ecommerce-admin,login_success,admin_rgomez,online,global,93.226.59.175,success,user authenticated successfully,97b25f17-1156-4800-b2df-9d2215c62ed7
2026-09-04T06:43:26Z,INFO,pos-terminal,login_success,dnguyen,online,global,33.111.119.130,success,user authenticated successfully,5632d26a-1c1c-4986-b138-10a9d05f5baa
2026-09-04T06:45:12Z,INFO,ecommerce-admin,session_timeout,kpatel,warehouse-east,us-east,46.36.30.43,success,session expired due to inactivity,0af937a0-d328-4211-9469-3fa94574b64a
2026-09-04T06:47:40Z,INFO,vendor-portal,role_changed,lchen,store-309,eu-west,188.122.196.60,success,user role changed,33783a6d-7530-4915-8752-303ca4c0976c
2026-09-04T06:48:08Z,WARN,warehouse-wms,login_failure,hkhan,online,global,180.153.53.241,failure,invalid credentials provided,c26cc621-51a6-4057-bd54-8920f086eed2
2026-09-04T06:53:53Z,INFO,pos-terminal,login_success,agomez,store-104,us-east,134.246.109.222,success,user authenticated successfully,3c6d3c4d-d695-44fa-961b-06eed8b041d7
2026-09-04T06:54:50Z,INFO,pos-terminal,login_success,kpatel,store-221,us-west,187.78.109.17,success,user authenticated successfully,ea850167-361e-4f3e-bff5-7d83e658e7f2
2026-09-04T06:55:12Z,INFO,vendor-portal,mfa_challenge,mreyes,store-309,eu-west,120.165.128.7,success,MFA one-time-passcode sent,49b66aa9-f1fd-4383-9282-e460dc8d8c9a
2026-09-04T06:56:41Z,INFO,ecommerce-admin,login_success,lchen,warehouse-east,us-east,147.201.65.187,success,user authenticated successfully,2112baef-dcca-4e56-81ac-d083b6548d2a
2026-09-04T06:58:16Z,INFO,warehouse-wms,login_success,beliot,online,global,37.122.124.13,success,user authenticated successfully,bbc2f2b1-798f-4d38-a73b-4ed5571c8c41
2026-09-04T07:04:12Z,INFO,ecommerce-admin,password_reset_success,agomez,store-221,us-west,80.144.51.214,success,password reset completed,45cb3d0a-1a56-43f0-9de3-9ad9a3510bc7
2026-09-04T07:08:15Z,INFO,ecommerce-admin,session_timeout,svc-warehouse-bot,store-057,us-central,59.188.225.119,success,session expired due to inactivity,65c09796-7276-49ee-a084-bd50dee519fd
2026-09-04T07:14:44Z,INFO,ecommerce-admin,login_success,agomez,warehouse-east,us-east,115.169.241.26,success,user authenticated successfully,25b535d9-5281-42fa-97cc-888ee72fe1b6
2026-09-04T07:15:47Z,INFO,warehouse-wms,mfa_challenge,admin_rgomez,store-309,eu-west,35.58.110.111,success,MFA one-time-passcode sent,3d2f6334-cd4a-4105-ab41-abddd201fbcd
2026-09-04T07:25:37Z,INFO,pos-terminal,login_success,svc-warehouse-bot,store-309,eu-west,109.191.129.192,success,user authenticated successfully,c29a7ecb-294a-4baf-8d2f-db3f42351a57
2026-09-04T07:29:36Z,INFO,vendor-portal,login_success,hkhan,store-221,us-west,156.56.97.5,success,user authenticated successfully,720e18c2-6a1c-44ab-bffe-50af46ab4998
2026-09-04T07:32:51Z,INFO,ecommerce-admin,session_timeout,lchen,store-057,us-central,109.209.173.174,success,session expired due to inactivity,e32f6cb0-cb9b-44d3-b060-bdb183f43b92
2026-09-04T08:02:37Z,INFO,vendor-portal,login_success,jsmith,online,global,45.170.242.133,success,user authenticated successfully,cd2943a2-e54c-47b5-94dd-9f70a21d5191
2026-09-04T08:09:31Z,INFO,warehouse-wms,privileged_access_revoked,dnguyen,store-104,us-east,37.221.185.163,success,elevated role revoked from user,c4ec53d8-e314-47dd-92cc-84e971d4e664
2026-09-04T08:14:02Z,INFO,warehouse-wms,mfa_challenge,beliot,store-221,us-west,157.164.121.78,success,MFA one-time-passcode sent,ea5a1c52-09c2-4b15-9a4d-0d2d8c8a7c3e
2026-09-04T08:22:55Z,INFO,pos-terminal,mfa_challenge,admin_rgomez,warehouse-east,us-east,193.73.149.110,success,MFA one-time-passcode sent,2206b855-cd5a-4253-a007-bb1226c4c49d
2026-09-04T08:27:57Z,INFO,warehouse-wms,login_success,admin_rgomez,warehouse-west,us-west,31.217.40.111,success,user authenticated successfully,7a6cf82a-d33f-420b-8227-cf916357ca88
2026-09-04T08:28:15Z,INFO,vendor-portal,login_success,kpatel,store-221,us-west,190.117.181.19,success,user authenticated successfully,03e4f9cf-5584-413d-b347-8eaa21c2ba4d
2026-09-04T08:32:06Z,WARN,pos-terminal,mfa_failure,hkhan,store-057,us-central,144.163.213.105,failure,MFA code did not match,97b093c3-98b8-4a67-a28c-db9df0bd4f7a
2026-09-04T08:35:36Z,INFO,pos-terminal,mfa_challenge,admin_rgomez,store-057,us-central,129.66.44.17,success,MFA one-time-passcode sent,8a2a554f-50b0-43c3-9a63-36b6afff4520
2026-09-04T08:40:37Z,INFO,pos-terminal,login_success,lchen,store-309,eu-west,92.53.82.85,success,user authenticated successfully,3719dfd4-a7b1-4603-bcfc-97b7b3628cd9
2026-09-04T08:42:36Z,INFO,vendor-portal,login_success,jsmith,warehouse-west,us-west,66.207.124.79,success,user authenticated successfully,48d49bb5-5e51-4d64-9e9a-7be7caf52760
2026-09-04T08:46:34Z,INFO,warehouse-wms,mfa_challenge,lchen,store-309,eu-west,194.140.147.32,success,MFA one-time-passcode sent,f9867590-7d62-4017-bd24-3018116104a9
2026-09-04T08:54:24Z,INFO,ecommerce-admin,password_reset_request,kpatel,online,global,156.242.124.201,success,password reset requested by user,8696783e-2084-4e64-8e57-1627990ea266
2026-09-04T09:00:46Z,INFO,vendor-portal,mfa_challenge,svc-warehouse-bot,store-221,us-west,108.97.69.222,success,MFA one-time-passcode sent,907ff791-4ba7-4f23-a7db-08360bfaea64
2026-09-04T09:11:12Z,INFO,pos-terminal,login_success,mreyes,warehouse-west,us-west,28.27.77.39,success,user authenticated successfully,05ed8056-79c0-41f0-bc47-1f5b55f21e10
2026-09-04T09:16:32Z,INFO,ecommerce-admin,session_timeout,admin_rgomez,store-057,us-central,118.108.102.183,success,session expired due to inactivity,fb5266f1-d8b7-413d-8c81-c1adfb48cf17
2026-09-04T09:18:03Z,INFO,warehouse-wms,mfa_challenge,svc-pos-sync,warehouse-east,us-east,194.26.245.44,success,MFA one-time-passcode sent,34021382-1492-442a-803d-ab6e20a628fb
2026-09-04T09:21:35Z,INFO,vendor-portal,login_success,mreyes,store-221,us-west,120.181.216.106,success,user authenticated successfully,35dc3bb5-1e7b-4eb0-a69b-7cd2a6abdc18
2026-09-04T09:33:47Z,INFO,ecommerce-admin,login_success,admin_rgomez,online,global,110.13.42.165,success,user authenticated successfully,8a5c8522-a1d7-4676-902f-d2078d1f6ba8
2026-09-04T09:34:35Z,ERROR,pos-terminal,suspicious_login_impossible_travel,hkhan,warehouse-east,us-east,35.31.206.187,failure,login from a location inconsistent with prior session,8246f093-046e-4780-9b6f-f6c2dedaba97
2026-09-04T09:39:38Z,WARN,vendor-portal,login_failure,jsmith,store-057,us-central,93.93.249.55,failure,invalid credentials provided,33c84216-1379-43f7-bd17-2c7544b82865
2026-09-04T09:39:47Z,INFO,warehouse-wms,mfa_challenge,svc-warehouse-bot,warehouse-west,us-west,194.218.228.230,success,MFA one-time-passcode sent,dc11bf43-575a-4b49-a362-c385bee4153f
2026-09-04T09:40:13Z,INFO,ecommerce-admin,login_success,svc-pos-sync,store-057,us-central,193.163.176.250,success,user authenticated successfully,7517d172-b8d3-425b-b2cd-73f49b385eb3
2026-09-04T09:50:30Z,INFO,ecommerce-admin,password_reset_success,kpatel,store-309,eu-west,176.138.247.120,success,password reset completed,a3f1ea05-4c87-4e6a-96b3-e61ab66ce517
2026-09-04T09:52:18Z,INFO,warehouse-wms,login_success,kpatel,warehouse-east,us-east,96.151.98.45,success,user authenticated successfully,5e45706d-f11a-41b2-bdf3-64e874c266f2
2026-09-04T09:56:30Z,INFO,ecommerce-admin,login_success,admin_rgomez,online,global,166.163.83.101,success,user authenticated successfully,17d00493-eb63-4e78-a376-9b5acc36adca
2026-09-04T09:56:38Z,INFO,pos-terminal,login_success,kpatel,warehouse-east,us-east,177.79.38.121,success,user authenticated successfully,e507b575-ebb0-4265-9a72-3455d56db361
2026-09-04T10:01:30Z,INFO,warehouse-wms,login_success,dnguyen,store-057,us-central,117.129.41.121,success,user authenticated successfully,1e764691-03a5-4c63-b598-560fb60ec24b
2026-09-04T10:03:35Z,INFO,warehouse-wms,login_success,twright,store-057,us-central,194.98.161.31,success,user authenticated successfully,a4b27501-ee90-41b8-a058-b414d94fd206
2026-09-04T10:08:22Z,INFO,ecommerce-admin,privileged_access_revoked,lchen,store-309,eu-west,112.212.48.81,success,elevated role revoked from user,8aa986f6-2073-406a-bbeb-f51e27a057b5
2026-09-04T10:20:41Z,WARN,vendor-portal,login_failure,beliot,store-221,us-west,124.21.180.158,failure,invalid credentials provided,13424514-f0b1-4636-a111-13f5017720dc
2026-09-04T10:27:40Z,ERROR,warehouse-wms,suspicious_login_impossible_travel,svc-pos-sync,warehouse-west,us-west,88.30.50.243,failure,login from a location inconsistent with prior session,5bcee84a-d3f0-4a13-a6d2-c35c4312e138
2026-09-04T10:29:09Z,INFO,vendor-portal,password_reset_success,agomez,store-057,us-central,39.176.220.29,success,password reset completed,b89e2a75-5bc1-4549-97f7-7476a0177cf7
2026-09-04T10:29:50Z,INFO,warehouse-wms,mfa_challenge,twright,online,global,118.128.233.217,success,MFA one-time-passcode sent,9f78ac7f-f0ec-4a37-8710-64c3dcb56446
2026-09-04T10:31:21Z,INFO,warehouse-wms,login_success,kpatel,store-309,eu-west,62.210.241.224,success,user authenticated successfully,69ccd406-f1a7-4ef2-b19e-c25481cb9c32
2026-09-04T10:34:08Z,INFO,pos-terminal,mfa_challenge,svc-warehouse-bot,store-309,eu-west,80.28.180.130,success,MFA one-time-passcode sent,61afb957-327d-4587-9430-9a3d497f6243
2026-09-04T10:42:14Z,INFO,pos-terminal,password_reset_request,admin_rgomez,online,global,199.100.186.111,success,password reset requested by user,4cadb776-e548-46bd-91b6-6ea2c09b6fe9
2026-09-04T10:43:17Z,INFO,warehouse-wms,privileged_access_revoked,agomez,store-057,us-central,32.142.230.63,success,elevated role revoked from user,a9829dfa-58a3-4219-b18b-72bea8684056
2026-09-04T10:44:40Z,INFO,warehouse-wms,login_success,jsmith,warehouse-east,us-east,173.207.186.132,success,user authenticated successfully,953f47cd-d300-42b7-92b5-9c70696571d8
2026-09-04T10:46:55Z,INFO,warehouse-wms,session_timeout,mreyes,online,global,20.117.108.231,success,session expired due to inactivity,69dbdc55-2a09-49cf-b3df-5c0829b69f59
2026-09-04T10:54:12Z,WARN,ecommerce-admin,login_failure,mreyes,store-104,us-east,71.98.129.209,failure,invalid credentials provided,407d519a-bb25-475c-a5c2-cb3d3eec7803
2026-09-04T10:58:29Z,INFO,ecommerce-admin,login_success,svc-warehouse-bot,warehouse-west,us-west,76.194.167.55,success,user authenticated successfully,e8405481-17ad-4346-8f12-e7cf82dbe4d1
2026-09-04T11:02:32Z,INFO,warehouse-wms,login_success,twright,warehouse-east,us-east,49.242.34.24,success,user authenticated successfully,3da062b9-b2f0-44f2-b2c1-d61625a3749c
2026-09-04T11:09:52Z,INFO,warehouse-wms,login_success,lchen,store-104,us-east,64.174.248.50,success,user authenticated successfully,4fd303ff-1567-4a3d-8189-12a477911a12
2026-09-04T11:10:44Z,INFO,vendor-portal,login_success,agomez,store-221,us-west,24.31.160.15,success,user authenticated successfully,f121f204-3b88-4fe0-bfa8-c48292ec6b4b
2026-09-04T11:15:12Z,WARN,pos-terminal,login_failure,mreyes,warehouse-east,us-east,102.55.231.129,failure,invalid credentials provided,c49e9723-134d-40f8-8948-a8ca82a35f45
2026-09-04T11:18:58Z,INFO,pos-terminal,login_success,agomez,store-221,us-west,162.17.228.154,success,user authenticated successfully,8df4796e-893e-4c6d-a6f7-dd70f56e00f3
2026-09-04T11:27:18Z,INFO,vendor-portal,mfa_challenge,jsmith,online,global,182.157.11.102,success,MFA one-time-passcode sent,989ccda8-0af9-47cb-b791-4fa5c17b2201
2026-09-04T11:28:31Z,WARN,vendor-portal,login_failure,admin_rgomez,store-057,us-central,25.105.215.100,failure,invalid credentials provided,53a2ac5a-08f4-46c0-a788-a85f9d0719dd
2026-09-04T11:34:08Z,INFO,pos-terminal,session_timeout,beliot,store-221,us-west,115.127.136.41,success,session expired due to inactivity,8112465c-0d5a-4cca-8247-3257d3c8190c
2026-09-04T11:35:33Z,INFO,vendor-portal,session_timeout,hkhan,store-057,us-central,150.18.232.23,success,session expired due to inactivity,0027150b-f430-4179-aaad-624947a45687
2026-09-04T11:37:16Z,INFO,warehouse-wms,login_success,beliot,warehouse-east,us-east,123.145.229.60,success,user authenticated successfully,fb6d434e-e23d-4bff-9073-9cd55f981d9d
2026-09-04T11:37:27Z,WARN,pos-terminal,login_failure,beliot,store-057,us-central,107.197.77.127,failure,invalid credentials provided,5c6d48dd-0647-4604-a993-087d05043e25
2026-09-04T11:42:40Z,INFO,warehouse-wms,login_success,beliot,store-309,eu-west,42.98.215.171,success,user authenticated successfully,4205c844-b378-48a5-a801-da23efad00da
2026-09-04T11:43:16Z,INFO,warehouse-wms,login_success,beliot,store-104,us-east,123.227.120.219,success,user authenticated successfully,182db70d-6bbd-473b-940c-237bad15284d
2026-09-04T11:47:41Z,INFO,warehouse-wms,password_reset_request,mreyes,store-309,eu-west,50.225.212.124,success,password reset requested by user,434449ec-6c2c-4c37-959f-cb864ad7f8c5
2026-09-04T11:51:20Z,INFO,vendor-portal,login_success,mreyes,store-057,us-central,93.87.235.213,success,user authenticated successfully,cbd1a370-dc94-4251-afc0-bf9117cb8434
2026-09-04T11:57:28Z,WARN,vendor-portal,login_failure,mreyes,warehouse-east,us-east,123.37.41.83,failure,invalid credentials provided,4f969d73-88d9-4428-8002-de8a0be99c0c
2026-09-04T11:58:43Z,INFO,pos-terminal,login_success,dnguyen,store-221,us-west,109.135.232.74,success,user authenticated successfully,01bdaf53-09eb-4462-839b-f56fc8eb6ed3
2026-09-04T12:03:48Z,WARN,ecommerce-admin,login_failure,lchen,warehouse-west,us-west,37.163.123.120,failure,invalid credentials provided,92546af7-a23b-4b9e-a3bd-a0ff27c33a82
2026-09-04T12:07:24Z,WARN,pos-terminal,login_failure,jsmith,store-309,eu-west,29.160.219.147,failure,invalid credentials provided,f06aa370-b169-455c-aa72-be93fddf7dcb
2026-09-04T12:12:51Z,INFO,pos-terminal,login_success,admin_rgomez,store-057,us-central,104.134.195.211,success,user authenticated successfully,ba81524f-8bee-4421-a06a-29a9b3bbec14
2026-09-04T12:15:45Z,INFO,vendor-portal,mfa_challenge,agomez,store-221,us-west,22.25.144.127,success,MFA one-time-passcode sent,ef0d04b9-8789-4840-b676-0efd2abc28ab
2026-09-04T12:22:52Z,INFO,vendor-portal,password_reset_success,beliot,online,global,164.112.249.57,success,password reset completed,0cc6e0a7-6fbf-4071-b7f1-554e6b5015d1
2026-09-04T12:30:21Z,INFO,warehouse-wms,role_changed,beliot,store-057,us-central,164.76.170.21,success,user role changed,f01f47de-49e5-481c-b590-4c2fd430f3e1
2026-09-04T12:46:18Z,INFO,vendor-portal,login_success,svc-warehouse-bot,online,global,12.87.42.128,success,user authenticated successfully,0b84c458-fb43-4d5d-aa84-1fd09947e6b1
2026-09-04T12:46:33Z,INFO,ecommerce-admin,login_success,svc-pos-sync,online,global,150.0.155.74,success,user authenticated successfully,385f310c-e5ef-4815-a40b-e61c00bcfe10
2026-09-04T13:04:19Z,INFO,vendor-portal,password_reset_request,beliot,online,global,116.50.250.158,success,password reset requested by user,a0e36d6b-f836-42ef-a2d3-f8bc23868c33
2026-09-04T13:04:25Z,INFO,warehouse-wms,mfa_challenge,mreyes,store-309,eu-west,145.187.203.81,success,MFA one-time-passcode sent,7823abe6-c3a6-4637-ae96-5d00a1145c9b
2026-09-04T13:10:51Z,WARN,vendor-portal,login_failure,beliot,store-309,eu-west,108.173.95.128,failure,invalid credentials provided,5b2886de-3d83-4d7f-97dc-e7bcb7043a02
2026-09-04T13:17:49Z,INFO,ecommerce-admin,login_success,lchen,store-057,us-central,78.36.87.137,success,user authenticated successfully,e76d36e4-2a42-4dec-a7d3-7039fbfb8f84
2026-09-04T13:22:31Z,INFO,pos-terminal,mfa_challenge,lchen,warehouse-east,us-east,175.183.31.102,success,MFA one-time-passcode sent,8c18e732-b392-40b7-b8bd-3009e84a5738
2026-09-04T13:24:20Z,INFO,pos-terminal,login_success,mreyes,store-309,eu-west,160.205.40.102,success,user authenticated successfully,04ef8641-9b25-458b-824c-809fca1feb8f
2026-09-04T13:29:09Z,WARN,vendor-portal,privileged_access_granted,mreyes,store-309,eu-west,194.240.163.235,success,elevated role granted to user,6d5fc206-0e32-4354-8e8e-f5841506ec35
2026-09-04T13:32:13Z,INFO,ecommerce-admin,login_success,lchen,online,global,77.26.64.190,success,user authenticated successfully,d14b9ea0-63ca-44b2-a089-ebe1b8cb32ff
2026-09-04T13:39:41Z,INFO,warehouse-wms,session_timeout,twright,store-057,us-central,189.141.5.133,success,session expired due to inactivity,577ae4bd-2ed8-43d8-bc74-45596c28be69
2026-09-04T13:40:31Z,INFO,warehouse-wms,login_success,dnguyen,warehouse-west,us-west,113.235.124.254,success,user authenticated successfully,d8714a98-fe32-4c8a-bf1f-28766ebc567e
2026-09-04T13:45:28Z,INFO,ecommerce-admin,mfa_challenge,beliot,store-221,us-west,57.30.17.215,success,MFA one-time-passcode sent,88d107ff-a660-4242-ad53-8f22c9676273
2026-09-04T13:51:35Z,WARN,warehouse-wms,privileged_access_granted,hkhan,warehouse-east,us-east,70.52.74.66,success,elevated role granted to user,8c032cfe-8b7a-4e2a-a9d4-a6c48ca9d631
2026-09-04T14:03:26Z,INFO,warehouse-wms,password_reset_request,jsmith,warehouse-west,us-west,147.63.193.21,success,password reset requested by user,f5381591-5ffa-434b-b40a-852db72741e5
2026-09-04T14:04:33Z,INFO,pos-terminal,login_success,hkhan,online,global,73.224.224.135,success,user authenticated successfully,bd6d9097-8f55-48dc-8505-0e0f4536a2bb
2026-09-04T14:13:35Z,INFO,pos-terminal,login_success,agomez,store-221,us-west,124.71.216.47,success,user authenticated successfully,165c89b3-825d-4434-90fc-a89b50f7e7bd
2026-09-04T14:26:15Z,INFO,ecommerce-admin,login_success,svc-pos-sync,store-221,us-west,151.106.110.209,success,user authenticated successfully,2e160c28-48c9-402d-9398-b5ff5d6b76df
2026-09-04T14:56:39Z,INFO,warehouse-wms,mfa_challenge,mreyes,warehouse-east,us-east,84.153.80.183,success,MFA one-time-passcode sent,43d7bb9c-5a7b-4b1c-a5b9-73d49a8fe76e
2026-09-04T15:02:15Z,INFO,pos-terminal,password_reset_request,svc-warehouse-bot,store-309,eu-west,98.65.93.197,success,password reset requested by user,b4aac668-0398-4855-b1e5-359a7f14a9c5
2026-09-04T15:03:03Z,INFO,vendor-portal,login_success,admin_rgomez,warehouse-west,us-west,27.120.147.59,success,user authenticated successfully,3de0aec1-34e6-401c-b40a-70d739fb7720
2026-09-04T15:07:44Z,WARN,warehouse-wms,access_denied,mreyes,store-057,us-central,113.0.236.106,failure,user lacks permission for requested resource,5663c5d0-7e35-44ee-86bc-c3d6d267e8ad
