timestamp,metric_name,service,store_id,region,value
2026-09-04T04:00:00Z,iam_login_attempts_total,warehouse-wms,online,global,1
2026-09-04T04:00:00Z,iam_login_failures_total,warehouse-wms,online,global,1
2026-09-04T04:15:00Z,iam_active_sessions,ecommerce-admin,store-104,us-east,201
2026-09-04T04:15:00Z,iam_login_attempts_total,ecommerce-admin,store-104,us-east,1
2026-09-04T04:15:00Z,iam_active_sessions,vendor-portal,online,global,159
2026-09-04T04:15:00Z,iam_login_attempts_total,vendor-portal,online,global,1
2026-09-04T04:15:00Z,iam_active_sessions,vendor-portal,warehouse-west,us-west,92
2026-09-04T04:15:00Z,iam_login_attempts_total,vendor-portal,warehouse-west,us-west,1
2026-09-04T04:15:00Z,iam_login_failures_total,vendor-portal,warehouse-west,us-west,1
2026-09-04T04:30:00Z,iam_active_sessions,ecommerce-admin,online,global,249
2026-09-04T04:30:00Z,iam_login_attempts_total,ecommerce-admin,online,global,1
2026-09-04T04:30:00Z,iam_active_sessions,pos-terminal,online,global,157
2026-09-04T04:30:00Z,iam_password_reset_requests_total,pos-terminal,online,global,1
2026-09-04T04:30:00Z,iam_account_lockouts_total,pos-terminal,warehouse-west,us-west,1
2026-09-04T04:30:00Z,iam_active_sessions,pos-terminal,warehouse-west,us-west,106
2026-09-04T04:30:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,162
2026-09-04T04:30:00Z,iam_mfa_challenges_total,warehouse-wms,store-309,eu-west,1
2026-09-04T04:45:00Z,iam_active_sessions,pos-terminal,online,global,12
2026-09-04T04:45:00Z,iam_login_attempts_total,pos-terminal,online,global,1
2026-09-04T04:45:00Z,iam_login_failures_total,pos-terminal,online,global,1
2026-09-04T04:45:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,167
2026-09-04T04:45:00Z,iam_login_attempts_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T04:45:00Z,iam_active_sessions,pos-terminal,warehouse-west,us-west,203
2026-09-04T04:45:00Z,iam_mfa_challenges_total,pos-terminal,warehouse-west,us-west,1
2026-09-04T04:45:00Z,iam_active_sessions,vendor-portal,store-057,us-central,88
2026-09-04T04:45:00Z,iam_login_attempts_total,vendor-portal,store-057,us-central,1
2026-09-04T05:00:00Z,iam_active_sessions,ecommerce-admin,store-309,eu-west,205
2026-09-04T05:00:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,74
2026-09-04T05:00:00Z,iam_password_reset_requests_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T05:15:00Z,iam_access_denied_total,ecommerce-admin,store-057,us-central,1
2026-09-04T05:15:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,130
2026-09-04T05:15:00Z,iam_active_sessions,ecommerce-admin,store-221,us-west,96
2026-09-04T05:15:00Z,iam_mfa_challenges_total,ecommerce-admin,store-221,us-west,1
2026-09-04T05:15:00Z,iam_active_sessions,pos-terminal,warehouse-west,us-west,120
2026-09-04T05:15:00Z,iam_login_attempts_total,pos-terminal,warehouse-west,us-west,1
2026-09-04T05:15:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,63
2026-09-04T05:15:00Z,iam_login_attempts_total,warehouse-wms,store-309,eu-west,1
2026-09-04T05:15:00Z,iam_login_failures_total,warehouse-wms,store-309,eu-west,1
2026-09-04T05:30:00Z,iam_access_denied_total,vendor-portal,store-309,eu-west,1
2026-09-04T05:30:00Z,iam_active_sessions,vendor-portal,store-309,eu-west,146
2026-09-04T05:45:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,245
2026-09-04T05:45:00Z,iam_login_attempts_total,ecommerce-admin,store-057,us-central,1
2026-09-04T05:45:00Z,iam_login_failures_total,ecommerce-admin,store-057,us-central,1
2026-09-04T05:45:00Z,iam_active_sessions,vendor-portal,store-057,us-central,115
2026-09-04T05:45:00Z,iam_active_sessions,warehouse-wms,store-221,us-west,101
2026-09-04T05:45:00Z,iam_login_attempts_total,warehouse-wms,store-221,us-west,1
2026-09-04T05:45:00Z,iam_login_failures_total,warehouse-wms,store-221,us-west,1
2026-09-04T06:00:00Z,iam_active_sessions,pos-terminal,online,global,174
2026-09-04T06:00:00Z,iam_privileged_access_changes_total,pos-terminal,online,global,1
2026-09-04T06:00:00Z,iam_active_sessions,pos-terminal,store-057,us-central,179
2026-09-04T06:00:00Z,iam_password_reset_requests_total,pos-terminal,store-057,us-central,1
2026-09-04T06:00:00Z,iam_active_sessions,vendor-portal,online,global,102
2026-09-04T06:00:00Z,iam_login_attempts_total,vendor-portal,online,global,1
2026-09-04T06:00:00Z,iam_active_sessions,warehouse-wms,store-104,us-east,52
2026-09-04T06:00:00Z,iam_login_attempts_total,warehouse-wms,store-104,us-east,1
2026-09-04T06:00:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,154
2026-09-04T06:00:00Z,iam_login_attempts_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T06:15:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,202
2026-09-04T06:15:00Z,iam_login_attempts_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T06:15:00Z,iam_active_sessions,vendor-portal,store-057,us-central,26
2026-09-04T06:15:00Z,iam_login_attempts_total,vendor-portal,store-057,us-central,1
2026-09-04T06:15:00Z,iam_active_sessions,warehouse-wms,store-104,us-east,163
2026-09-04T06:15:00Z,iam_login_attempts_total,warehouse-wms,store-104,us-east,1
2026-09-04T06:15:00Z,iam_login_failures_total,warehouse-wms,store-104,us-east,1
2026-09-04T06:15:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,80
2026-09-04T06:15:00Z,iam_mfa_challenges_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T06:30:00Z,iam_active_sessions,ecommerce-admin,online,global,68
2026-09-04T06:30:00Z,iam_login_attempts_total,ecommerce-admin,online,global,1
2026-09-04T06:30:00Z,iam_active_sessions,pos-terminal,online,global,187
2026-09-04T06:30:00Z,iam_login_attempts_total,pos-terminal,online,global,1
2026-09-04T06:30:00Z,iam_access_denied_total,warehouse-wms,store-057,us-central,1
2026-09-04T06:30:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,209
2026-09-04T06:45:00Z,iam_active_sessions,ecommerce-admin,warehouse-east,us-east,23
2026-09-04T06:45:00Z,iam_login_attempts_total,ecommerce-admin,warehouse-east,us-east,1
2026-09-04T06:45:00Z,iam_active_sessions,pos-terminal,store-104,us-east,44
2026-09-04T06:45:00Z,iam_login_attempts_total,pos-terminal,store-104,us-east,1
2026-09-04T06:45:00Z,iam_active_sessions,pos-terminal,store-221,us-west,102
2026-09-04T06:45:00Z,iam_login_attempts_total,pos-terminal,store-221,us-west,1
2026-09-04T06:45:00Z,iam_active_sessions,vendor-portal,store-309,eu-west,26
2026-09-04T06:45:00Z,iam_mfa_challenges_total,vendor-portal,store-309,eu-west,1
2026-09-04T06:45:00Z,iam_active_sessions,warehouse-wms,online,global,73
2026-09-04T06:45:00Z,iam_login_attempts_total,warehouse-wms,online,global,2
2026-09-04T06:45:00Z,iam_login_failures_total,warehouse-wms,online,global,1
2026-09-04T07:00:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,205
2026-09-04T07:00:00Z,iam_active_sessions,ecommerce-admin,store-221,us-west,187
2026-09-04T07:00:00Z,iam_password_reset_requests_total,ecommerce-admin,store-221,us-west,1
2026-09-04T07:00:00Z,iam_active_sessions,ecommerce-admin,warehouse-east,us-east,167
2026-09-04T07:00:00Z,iam_login_attempts_total,ecommerce-admin,warehouse-east,us-east,1
2026-09-04T07:15:00Z,iam_active_sessions,pos-terminal,store-309,eu-west,194
2026-09-04T07:15:00Z,iam_login_attempts_total,pos-terminal,store-309,eu-west,1
2026-09-04T07:15:00Z,iam_active_sessions,vendor-portal,store-221,us-west,104
2026-09-04T07:15:00Z,iam_login_attempts_total,vendor-portal,store-221,us-west,1
2026-09-04T07:15:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,44
2026-09-04T07:15:00Z,iam_mfa_challenges_total,warehouse-wms,store-309,eu-west,1
2026-09-04T07:30:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,86
2026-09-04T08:00:00Z,iam_active_sessions,vendor-portal,online,global,97
2026-09-04T08:00:00Z,iam_login_attempts_total,vendor-portal,online,global,1
2026-09-04T08:00:00Z,iam_active_sessions,warehouse-wms,store-104,us-east,32
2026-09-04T08:00:00Z,iam_privileged_access_changes_total,warehouse-wms,store-104,us-east,1
2026-09-04T08:00:00Z,iam_active_sessions,warehouse-wms,store-221,us-west,28
2026-09-04T08:00:00Z,iam_mfa_challenges_total,warehouse-wms,store-221,us-west,1
2026-09-04T08:15:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,6
2026-09-04T08:15:00Z,iam_mfa_challenges_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T08:15:00Z,iam_active_sessions,vendor-portal,store-221,us-west,83
2026-09-04T08:15:00Z,iam_login_attempts_total,vendor-portal,store-221,us-west,1
2026-09-04T08:15:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,246
2026-09-04T08:15:00Z,iam_login_attempts_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T08:30:00Z,iam_active_sessions,pos-terminal,store-057,us-central,118
2026-09-04T08:30:00Z,iam_mfa_challenges_total,pos-terminal,store-057,us-central,2
2026-09-04T08:30:00Z,iam_active_sessions,pos-terminal,store-309,eu-west,97
2026-09-04T08:30:00Z,iam_login_attempts_total,pos-terminal,store-309,eu-west,1
2026-09-04T08:30:00Z,iam_active_sessions,vendor-portal,warehouse-west,us-west,199
2026-09-04T08:30:00Z,iam_login_attempts_total,vendor-portal,warehouse-west,us-west,1
2026-09-04T08:45:00Z,iam_active_sessions,ecommerce-admin,online,global,31
2026-09-04T08:45:00Z,iam_password_reset_requests_total,ecommerce-admin,online,global,1
2026-09-04T08:45:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,74
2026-09-04T08:45:00Z,iam_mfa_challenges_total,warehouse-wms,store-309,eu-west,1
2026-09-04T09:00:00Z,iam_active_sessions,pos-terminal,warehouse-west,us-west,27
2026-09-04T09:00:00Z,iam_login_attempts_total,pos-terminal,warehouse-west,us-west,1
2026-09-04T09:00:00Z,iam_active_sessions,vendor-portal,store-221,us-west,38
2026-09-04T09:00:00Z,iam_mfa_challenges_total,vendor-portal,store-221,us-west,1
2026-09-04T09:15:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,52
2026-09-04T09:15:00Z,iam_active_sessions,vendor-portal,store-221,us-west,119
2026-09-04T09:15:00Z,iam_login_attempts_total,vendor-portal,store-221,us-west,1
2026-09-04T09:15:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,115
2026-09-04T09:15:00Z,iam_mfa_challenges_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T09:30:00Z,iam_active_sessions,ecommerce-admin,online,global,147
2026-09-04T09:30:00Z,iam_login_attempts_total,ecommerce-admin,online,global,1
2026-09-04T09:30:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,31
2026-09-04T09:30:00Z,iam_login_attempts_total,ecommerce-admin,store-057,us-central,1
2026-09-04T09:30:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,147
2026-09-04T09:30:00Z,iam_login_attempts_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T09:30:00Z,iam_suspicious_login_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T09:30:00Z,iam_active_sessions,vendor-portal,store-057,us-central,136
2026-09-04T09:30:00Z,iam_login_attempts_total,vendor-portal,store-057,us-central,1
2026-09-04T09:30:00Z,iam_login_failures_total,vendor-portal,store-057,us-central,1
2026-09-04T09:30:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,109
2026-09-04T09:30:00Z,iam_mfa_challenges_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T09:45:00Z,iam_active_sessions,ecommerce-admin,online,global,95
2026-09-04T09:45:00Z,iam_login_attempts_total,ecommerce-admin,online,global,1
2026-09-04T09:45:00Z,iam_active_sessions,ecommerce-admin,store-309,eu-west,11
2026-09-04T09:45:00Z,iam_password_reset_requests_total,ecommerce-admin,store-309,eu-west,1
2026-09-04T09:45:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,146
2026-09-04T09:45:00Z,iam_login_attempts_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T09:45:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,27
2026-09-04T09:45:00Z,iam_login_attempts_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T10:00:00Z,iam_active_sessions,ecommerce-admin,store-309,eu-west,157
2026-09-04T10:00:00Z,iam_privileged_access_changes_total,ecommerce-admin,store-309,eu-west,1
2026-09-04T10:00:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,28
2026-09-04T10:00:00Z,iam_login_attempts_total,warehouse-wms,store-057,us-central,2
2026-09-04T10:15:00Z,iam_active_sessions,vendor-portal,store-057,us-central,88
2026-09-04T10:15:00Z,iam_password_reset_requests_total,vendor-portal,store-057,us-central,1
2026-09-04T10:15:00Z,iam_active_sessions,vendor-portal,store-221,us-west,158
2026-09-04T10:15:00Z,iam_login_attempts_total,vendor-portal,store-221,us-west,1
2026-09-04T10:15:00Z,iam_login_failures_total,vendor-portal,store-221,us-west,1
2026-09-04T10:15:00Z,iam_active_sessions,warehouse-wms,online,global,226
2026-09-04T10:15:00Z,iam_mfa_challenges_total,warehouse-wms,online,global,1
2026-09-04T10:15:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,205
2026-09-04T10:15:00Z,iam_login_attempts_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T10:15:00Z,iam_suspicious_login_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T10:30:00Z,iam_active_sessions,pos-terminal,online,global,79
2026-09-04T10:30:00Z,iam_password_reset_requests_total,pos-terminal,online,global,1
2026-09-04T10:30:00Z,iam_active_sessions,pos-terminal,store-309,eu-west,8
2026-09-04T10:30:00Z,iam_mfa_challenges_total,pos-terminal,store-309,eu-west,1
2026-09-04T10:30:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,110
2026-09-04T10:30:00Z,iam_privileged_access_changes_total,warehouse-wms,store-057,us-central,1
2026-09-04T10:30:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,103
2026-09-04T10:30:00Z,iam_login_attempts_total,warehouse-wms,store-309,eu-west,1
2026-09-04T10:30:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,104
2026-09-04T10:30:00Z,iam_login_attempts_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T10:45:00Z,iam_active_sessions,ecommerce-admin,store-104,us-east,26
2026-09-04T10:45:00Z,iam_login_attempts_total,ecommerce-admin,store-104,us-east,1
2026-09-04T10:45:00Z,iam_login_failures_total,ecommerce-admin,store-104,us-east,1
2026-09-04T10:45:00Z,iam_active_sessions,ecommerce-admin,warehouse-west,us-west,190
2026-09-04T10:45:00Z,iam_login_attempts_total,ecommerce-admin,warehouse-west,us-west,1
2026-09-04T10:45:00Z,iam_active_sessions,warehouse-wms,online,global,204
2026-09-04T11:00:00Z,iam_active_sessions,vendor-portal,store-221,us-west,236
2026-09-04T11:00:00Z,iam_login_attempts_total,vendor-portal,store-221,us-west,1
2026-09-04T11:00:00Z,iam_active_sessions,warehouse-wms,store-104,us-east,148
2026-09-04T11:00:00Z,iam_login_attempts_total,warehouse-wms,store-104,us-east,1
2026-09-04T11:00:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,235
2026-09-04T11:00:00Z,iam_login_attempts_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T11:15:00Z,iam_active_sessions,pos-terminal,store-221,us-west,151
2026-09-04T11:15:00Z,iam_login_attempts_total,pos-terminal,store-221,us-west,1
2026-09-04T11:15:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,67
2026-09-04T11:15:00Z,iam_login_attempts_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T11:15:00Z,iam_login_failures_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T11:15:00Z,iam_active_sessions,vendor-portal,online,global,138
2026-09-04T11:15:00Z,iam_mfa_challenges_total,vendor-portal,online,global,1
2026-09-04T11:15:00Z,iam_active_sessions,vendor-portal,store-057,us-central,48
2026-09-04T11:15:00Z,iam_login_attempts_total,vendor-portal,store-057,us-central,1
2026-09-04T11:15:00Z,iam_login_failures_total,vendor-portal,store-057,us-central,1
2026-09-04T11:30:00Z,iam_active_sessions,pos-terminal,store-057,us-central,40
2026-09-04T11:30:00Z,iam_login_attempts_total,pos-terminal,store-057,us-central,1
2026-09-04T11:30:00Z,iam_login_failures_total,pos-terminal,store-057,us-central,1
2026-09-04T11:30:00Z,iam_active_sessions,pos-terminal,store-221,us-west,180
2026-09-04T11:30:00Z,iam_active_sessions,vendor-portal,store-057,us-central,102
2026-09-04T11:30:00Z,iam_active_sessions,warehouse-wms,store-104,us-east,82
2026-09-04T11:30:00Z,iam_login_attempts_total,warehouse-wms,store-104,us-east,1
2026-09-04T11:30:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,73
2026-09-04T11:30:00Z,iam_login_attempts_total,warehouse-wms,store-309,eu-west,1
2026-09-04T11:30:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,48
2026-09-04T11:30:00Z,iam_login_attempts_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T11:45:00Z,iam_active_sessions,pos-terminal,store-221,us-west,21
2026-09-04T11:45:00Z,iam_login_attempts_total,pos-terminal,store-221,us-west,1
2026-09-04T11:45:00Z,iam_active_sessions,vendor-portal,store-057,us-central,131
2026-09-04T11:45:00Z,iam_login_attempts_total,vendor-portal,store-057,us-central,1
2026-09-04T11:45:00Z,iam_active_sessions,vendor-portal,warehouse-east,us-east,42
2026-09-04T11:45:00Z,iam_login_attempts_total,vendor-portal,warehouse-east,us-east,1
2026-09-04T11:45:00Z,iam_login_failures_total,vendor-portal,warehouse-east,us-east,1
2026-09-04T11:45:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,73
2026-09-04T11:45:00Z,iam_password_reset_requests_total,warehouse-wms,store-309,eu-west,1
2026-09-04T12:00:00Z,iam_active_sessions,ecommerce-admin,warehouse-west,us-west,47
2026-09-04T12:00:00Z,iam_login_attempts_total,ecommerce-admin,warehouse-west,us-west,1
2026-09-04T12:00:00Z,iam_login_failures_total,ecommerce-admin,warehouse-west,us-west,1
2026-09-04T12:00:00Z,iam_active_sessions,pos-terminal,store-057,us-central,75
2026-09-04T12:00:00Z,iam_login_attempts_total,pos-terminal,store-057,us-central,1
2026-09-04T12:00:00Z,iam_active_sessions,pos-terminal,store-309,eu-west,116
2026-09-04T12:00:00Z,iam_login_attempts_total,pos-terminal,store-309,eu-west,1
2026-09-04T12:00:00Z,iam_login_failures_total,pos-terminal,store-309,eu-west,1
2026-09-04T12:15:00Z,iam_active_sessions,vendor-portal,online,global,81
2026-09-04T12:15:00Z,iam_password_reset_requests_total,vendor-portal,online,global,1
2026-09-04T12:15:00Z,iam_active_sessions,vendor-portal,store-221,us-west,112
2026-09-04T12:15:00Z,iam_mfa_challenges_total,vendor-portal,store-221,us-west,1
2026-09-04T12:30:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,128
2026-09-04T12:45:00Z,iam_active_sessions,ecommerce-admin,online,global,24
2026-09-04T12:45:00Z,iam_login_attempts_total,ecommerce-admin,online,global,1
2026-09-04T12:45:00Z,iam_active_sessions,vendor-portal,online,global,205
2026-09-04T12:45:00Z,iam_login_attempts_total,vendor-portal,online,global,1
2026-09-04T13:00:00Z,iam_active_sessions,vendor-portal,online,global,97
2026-09-04T13:00:00Z,iam_password_reset_requests_total,vendor-portal,online,global,1
2026-09-04T13:00:00Z,iam_active_sessions,vendor-portal,store-309,eu-west,246
2026-09-04T13:00:00Z,iam_login_attempts_total,vendor-portal,store-309,eu-west,1
2026-09-04T13:00:00Z,iam_login_failures_total,vendor-portal,store-309,eu-west,1
2026-09-04T13:00:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,69
2026-09-04T13:00:00Z,iam_mfa_challenges_total,warehouse-wms,store-309,eu-west,1
2026-09-04T13:15:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,68
2026-09-04T13:15:00Z,iam_login_attempts_total,ecommerce-admin,store-057,us-central,1
2026-09-04T13:15:00Z,iam_active_sessions,pos-terminal,store-309,eu-west,165
2026-09-04T13:15:00Z,iam_login_attempts_total,pos-terminal,store-309,eu-west,1
2026-09-04T13:15:00Z,iam_active_sessions,pos-terminal,warehouse-east,us-east,189
2026-09-04T13:15:00Z,iam_mfa_challenges_total,pos-terminal,warehouse-east,us-east,1
2026-09-04T13:15:00Z,iam_active_sessions,vendor-portal,store-309,eu-west,131
2026-09-04T13:15:00Z,iam_privileged_access_changes_total,vendor-portal,store-309,eu-west,1
2026-09-04T13:30:00Z,iam_active_sessions,ecommerce-admin,online,global,157
2026-09-04T13:30:00Z,iam_login_attempts_total,ecommerce-admin,online,global,1
2026-09-04T13:30:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,162
2026-09-04T13:30:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,55
2026-09-04T13:30:00Z,iam_login_attempts_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T13:45:00Z,iam_active_sessions,ecommerce-admin,store-221,us-west,122
2026-09-04T13:45:00Z,iam_mfa_challenges_total,ecommerce-admin,store-221,us-west,1
2026-09-04T13:45:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,32
2026-09-04T13:45:00Z,iam_privileged_access_changes_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T14:00:00Z,iam_active_sessions,pos-terminal,online,global,82
2026-09-04T14:00:00Z,iam_login_attempts_total,pos-terminal,online,global,1
2026-09-04T14:00:00Z,iam_active_sessions,pos-terminal,store-221,us-west,6
2026-09-04T14:00:00Z,iam_login_attempts_total,pos-terminal,store-221,us-west,1
2026-09-04T14:00:00Z,iam_active_sessions,warehouse-wms,warehouse-west,us-west,39
2026-09-04T14:00:00Z,iam_password_reset_requests_total,warehouse-wms,warehouse-west,us-west,1
2026-09-04T14:15:00Z,iam_active_sessions,ecommerce-admin,store-221,us-west,247
2026-09-04T14:15:00Z,iam_login_attempts_total,ecommerce-admin,store-221,us-west,1
2026-09-04T14:45:00Z,iam_active_sessions,warehouse-wms,warehouse-east,us-east,106
2026-09-04T14:45:00Z,iam_mfa_challenges_total,warehouse-wms,warehouse-east,us-east,1
2026-09-04T15:00:00Z,iam_active_sessions,ecommerce-admin,store-057,us-central,210
2026-09-04T15:00:00Z,iam_login_attempts_total,ecommerce-admin,store-057,us-central,1
2026-09-04T15:00:00Z,iam_active_sessions,pos-terminal,store-221,us-west,102
2026-09-04T15:00:00Z,iam_login_attempts_total,pos-terminal,store-221,us-west,1
2026-09-04T15:00:00Z,iam_active_sessions,pos-terminal,store-309,eu-west,90
2026-09-04T15:00:00Z,iam_password_reset_requests_total,pos-terminal,store-309,eu-west,1
2026-09-04T15:00:00Z,iam_active_sessions,vendor-portal,online,global,225
2026-09-04T15:00:00Z,iam_login_attempts_total,vendor-portal,online,global,1
2026-09-04T15:00:00Z,iam_active_sessions,vendor-portal,warehouse-east,us-east,89
2026-09-04T15:00:00Z,iam_login_attempts_total,vendor-portal,warehouse-east,us-east,1
2026-09-04T15:00:00Z,iam_active_sessions,vendor-portal,warehouse-west,us-west,220
2026-09-04T15:00:00Z,iam_login_attempts_total,vendor-portal,warehouse-west,us-west,1
2026-09-04T15:00:00Z,iam_access_denied_total,warehouse-wms,store-057,us-central,1
2026-09-04T15:00:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,163
2026-09-04T15:15:00Z,iam_active_sessions,ecommerce-admin,store-221,us-west,215
2026-09-04T15:15:00Z,iam_mfa_challenges_total,ecommerce-admin,store-221,us-west,1
2026-09-04T15:15:00Z,iam_active_sessions,vendor-portal,warehouse-east,us-east,90
2026-09-04T15:15:00Z,iam_login_attempts_total,vendor-portal,warehouse-east,us-east,1
2026-09-04T15:15:00Z,iam_login_failures_total,vendor-portal,warehouse-east,us-east,1
2026-09-04T15:15:00Z,iam_active_sessions,warehouse-wms,store-057,us-central,115
2026-09-04T15:15:00Z,iam_login_attempts_total,warehouse-wms,store-057,us-central,1
2026-09-04T15:15:00Z,iam_account_lockouts_total,warehouse-wms,store-221,us-west,1
2026-09-04T15:15:00Z,iam_active_sessions,warehouse-wms,store-221,us-west,117
2026-09-04T15:15:00Z,iam_active_sessions,warehouse-wms,store-309,eu-west,213
2026-09-04T15:15:00Z,iam_login_attempts_total,warehouse-wms,store-309,eu-west,1
2026-09-04T15:15:00Z,iam_login_failures_total,warehouse-wms,store-309,eu-west,1
2026-09-04T15:30:00Z,iam_active_sessions,ecommerce-admin,store-309,eu-west,225
